,common_pathways,common_phenotypes,Co-expression_coefficient,PPI_network_dist,PWY_network_dist,Txt_network_dist,LoFintolerance_combined,Haploinsufficiency_combined,Age_combined,dN/dS_combined,Essentiality_combined,#ofpathways_combined,#ofPhenotypeCodes_combined,#ofNeighborsPPI_combined,#ofNeighborsPWY_combined,#ofNeighborsTxt_combined,#ofHighlyCoexpressed_combined,#Common_PPI_Neighbors,#common_PWY_neighbors,#Common_Txt_Neighbors,#Common_coexpressed
"('SPATA2', 'TRIM13')",0.0,0.0,0.00040893774331795727,0.5,0.0,0.0,0.6984110502965934,0.2311293052300357,454.6,0.24298148077579906,0.6373774391990981,1.0,0.0,18.973665961010276,0.0,0.0,70.0035713374682,0.02857142857142857,0.0,0.0,0.0
"('DEFB118', 'HARS2')",0.0,0.0,5.0011502645608485e-05,0.0,0.0,0.0,0.06301658760114386,0.15126910878608477,2970.545488626626,0.848547111512018,0.75,131.52946437965906,1.4142135623730951,14.849242404917497,0.0,2.8284271247461903,219.75440837443966,0.0,0.0,0.0,0.0030211480362537764
"('AMT', 'ZBTB16')",0.0,0.06060606060606061,0.0018092670659115991,0.5,0.0,0.3333333333333333,0.6930264970918489,0.7034195563920514,2978.699401584524,0.2128754645827436,0.5,752.5589677892358,17.507141400011598,80.72174428244226,6.363961030678928,16.401219466856727,20.554804791094465,0.008403361344537815,0.0,0.0,0.0
"('DCP1B', 'FAM109B')",0.0,0.0,0.00011463315099020116,0.3333333333333333,0.0,0.0,7.755424344530567e-05,0.022251317385691628,719.2917210701094,0.3684047112212329,0.3535533905932738,41.012193308819754,0.0,20.518284528683193,9.899494936611665,0.0,30.4138126514911,0.0,0.0,0.0,0.0
"('BLM', 'PDP1')",0.0,0.01639344262295082,6.23813973682536e-05,0.5,0.14285714285714285,0.5,0.24044979250001094,0.37511219689265907,3038.7579699607536,0.2821530081356568,0.6373774391990981,11575.338029621424,36.89173349139343,78.16968721953542,31.400636936215164,113.70356194948336,18.828170383762732,0.008333333333333333,0.0,0.016666666666666666,0.0
"('BEND5', 'C11orf59')",0.0,0.0,6.49575469951613e-05,0.0,0.0,0.0,0.08131069606493872,0.3768827454218594,255.40696936458096,0.12093699827191183,0.3535533905932738,0.0,0.0,5.1478150704935,0.0,2.1213203435596424,20.506096654409877,0.0,0.0,0.0,0.0
"('NPHS2', 'SNRP70')",0.0,0.0,0.0,0.0,0.2,0.0,0.006338605811215886,0.1027639055844801,229.45615049503468,0.20168861112613215,0.5303300858899106,0.7071067811865476,7.7781745930520225,147.78531726798843,18.439088914585774,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
"('S100A7', 'TACO1')",0.0,0.0,7.466007268904676e-05,0.5,0.0,0.0,0.4623854049755151,0.05868004873440881,126.26830560358367,0.4678698217868822,0.75,50.224496015390734,24.041630560342615,211.62466774929618,0.0,25.45584412271571,29.0,0.009708737864077669,0.0,0.0,0.0
"('CBX8', 'PIAS3')",0.0,0.0,7.983216086499742e-05,0.5,0.3333333333333333,0.5,0.9964020229229451,0.12011762072359927,676.6184892537301,0.17743865489233174,0.6373774391990981,77.89736837660179,0.0,153.5008143300875,23.16246964380094,180.783019114075,18.601075237738275,0.0311284046692607,0.0,0.05862068965517241,0.0
"('BLM', 'COA5')",0.0,0.011764705882352941,0.0,0.3333333333333333,0.0,0.5,0.16945542203717887,0.16551799604804351,2987.1944329085777,0.2752059592378043,0.75,5492.805476257101,43.73785545725808,77.78495998584816,31.11269837220809,231.38388016454388,15.556349186104045,0.0,0.0,0.03488372093023256,0.0
"('C1orf131', 'CD177')",0.0,0.0,5.730317505432341e-05,0.25,0.0,0.0,1.2535833981159377e-07,0.007695486024159163,599.3541357161057,0.6346600577386992,0.75,2.1213203435596424,0.0,2.9154759474226504,0.7071067811865476,3.5355339059327378,72.80109889280519,0.0,0.0,0.0,0.0
"('DGCR6L', 'S100A7')",0.0,0.0,0.0001148964380955226,0.3333333333333333,0.0,0.25,0.3976583893241856,0.008425547142310136,322.1314328034444,0.4372083154642774,0.75,280.72139213105936,0.0,211.482859825566,0.0,25.544079548889602,20.700241544484452,0.0,0.0,0.0,0.0
"('HSFY1', 'VAPB')",0.0,0.0,0.0,0.25,0.0,0.0,0.5230637363464263,0.15061340563503475,563.5806109155992,0.3784711215866835,0.5,0.7071067811865476,24.08318915758459,122.3315167894194,3.5355339059327378,2.8284271247461903,2.8284271247461903,0.0,0.0,0.0,0.0
"('BTN3A1', 'OR4Q3')",0.0,0.0,0.0,0.0,0.0,0.0,6.117277421552435e-07,0.013357061788013654,126.26830560358367,0.46522169391570284,0.5,102.53292154230269,0.0,1.4142135623730951,4.242640687119285,0.0,62.932503525602726,0.0,0.0,0.0,0.0
"('DNAJB13', 'LSAMP')",0.0,0.0,0.00011090482813078784,0.0,0.0,0.0,0.6746576571681304,0.7168733072718276,647.8539341549142,0.185525339829659,0.5,0.7071067811865476,0.7071067811865476,2.1213203435596424,0.0,0.7071067811865476,17.902513789968157,0.0,0.0,0.0,0.0
"('ERCC6', 'MAFB')",0.0,0.09134615384615384,0.0,0.5,0.3333333333333333,0.0,3.5404247937488423e-13,0.574617107785953,321.45074272740453,0.2506230084431817,0.6373774391990981,822.3654905210943,118.0614246907092,131.54847015454038,29.77414986191881,25.45584412271571,0.0,0.0038314176245210726,0.022727272727272728,0.0,0.0
"('HYAL2', 'PIPSL')",0.0,0.0,0.0,0.25,0.0,0.0,0.01458868235234109,0.05441423632712859,1173.8152005320087,0.3482446657484106,0.3535533905932738,86.97413408594535,0.0,7.211102550927978,4.242640687119285,19.79898987322333,2.8284271247461903,0.0,0.0,0.0,0.0
"('NOTUM', 'RABGAP1')",0.0,0.0,0.0001056915982577797,0.0,0.0,0.0,0.707106901334043,0.4115898083648259,719.2917210701094,0.24622734413545547,0.75,102.53292154230269,0.0,99.7020561473032,1.4142135623730951,5.656854249492381,45.17742799230607,0.0,0.0,0.0,0.0
"('AIPL1', 'ZNF207')",0.0,0.0,0.00015945758906503636,0.3333333333333333,0.0,0.3333333333333333,0.03837041738725648,0.5189988440835795,719.2917210701094,0.14578452324898863,0.75,0.0,21.213203435596427,131.67573808412845,0.0,30.610455730027933,42.95346318982906,0.0,0.0,0.0,0.0
"('RBPMS2', 'STRN')",0.0,0.0,6.282768564795763e-05,0.5,0.0,0.0,0.7225952681228863,0.2929217293434025,1019.334380858411,0.177048049507244,0.6373774391990981,0.0,0.0,108.27049459571153,2.8284271247461903,1.0,17.029386365926403,0.006329113924050633,0.0,0.0,0.0
"('KLHL23', 'ZNF354C')",0.0,0.0,0.00012504313988325974,0.5,0.0,0.0,0.014609704855179467,0.2869530372532521,263.387964797179,0.08392813564391098,0.5,0.7071067811865476,0.0,26.879360111431225,1.4142135623730951,0.0,29.436372059070052,0.02631578947368421,0.0,0.0,0.0
